business_id,date,description
68431,20160920,Inadequate and inaccessible handwashing facilities
68431,20160920,Unclean or degraded floors walls or ceilings
68431,20160920,Moderate risk food holding temperature 
68739,20170926,No hot water or running water  [ date violation corrected: 9/29/2017 ]
68761,20170127,Inadequately cleaned or sanitized food contact surfaces
68761,20170127,Unclean or degraded floors walls or ceilings
68761,20170127,Inadequate and inaccessible handwashing facilities
68761,20170119,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/25/2017 ]
68761,20170119,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/25/2017 ]
68761,20170119,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/25/2017 ]
68944,20180220,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/22/2018 ]
68944,20180220,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/22/2018 ]
68944,20170502,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/20/2018 ]
68944,20170502,Improper or defective plumbing  [ date violation corrected: 2/20/2018 ]
68944,20170421,Moderate risk food holding temperature   [ date violation corrected: 5/2/2017 ]
69006,20180516,Wiping cloths not clean or properly stored or inadequate sanitizer
69006,20170616,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 5/16/2018 ]
69006,20160321,No thermometers or uncalibrated thermometers   [ date violation corrected: 3/21/2016 ]
69006,20160321,Improper food labeling or menu misrepresentation  [ date violation corrected: 6/16/2017 ]
69249,20170503,Improper or defective plumbing
69249,20170503,Other moderate risk violation  [ date violation corrected: 5/3/2017 ]
69249,20161025,Moderate risk food holding temperature   [ date violation corrected: 10/25/2016 ]
69249,20161025,Improper or defective plumbing  [ date violation corrected: 5/3/2017 ]
69249,20161025,Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/3/2017 ]
69249,20160421,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/24/2016 ]
69249,20160421,High risk food holding temperature   [ date violation corrected: 5/24/2016 ]
69249,20160421,Inadequate warewashing facilities or equipment  [ date violation corrected: 5/24/2016 ]
69350,20171121,Unclean or degraded floors walls or ceilings
69350,20161110,Moderate risk vermin infestation  [ date violation corrected: 1/26/2017 ]
69350,20160520,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/10/2016 ]
69350,20160520,Unclean hands or improper use of gloves  [ date violation corrected: 5/20/2016 ]
69350,20160114,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/20/2016 ]
69350,20160114,Inadequate ventilation or lighting  [ date violation corrected: 5/20/2016 ]
69895,20170228,Improper food storage  [ date violation corrected: 3/29/2018 ]
70416,20180222,Unclean or degraded floors walls or ceilings
70416,20180222,Unapproved or unmaintained equipment or utensils
70416,20161221,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/22/2018 ]
70416,20161221,Improper storage of equipment utensils or linens  [ date violation corrected: 2/22/2018 ]
70416,20161221,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 2/22/2018 ]
70416,20161221,Low risk vermin infestation  [ date violation corrected: 2/22/2018 ]
70416,20161221,High risk food holding temperature   [ date violation corrected: 2/22/2018 ]
70425,20171117,Unclean or degraded floors walls or ceilings
70425,20161007,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/17/2017 ]
70425,20161007,Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/17/2017 ]
70993,20180102,Unclean or degraded floors walls or ceilings
70993,20180102,Inadequate and inaccessible handwashing facilities
70993,20180102,Unapproved or unmaintained equipment or utensils
70993,20170620,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/2/2018 ]
70993,20170620,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/2/2018 ]
70993,20170523,Food safety certificate or food handler card not available  [ date violation corrected: 6/20/2017 ]
70993,20170523,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/20/2017 ]
70993,20170523,Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/20/2017 ]
70993,20170523,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/23/2017 ]
70993,20170523,Permit license or inspection report not posted  [ date violation corrected: 6/20/2017 ]
70993,20170523,Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/20/2017 ]
70993,20160804,Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/23/2017 ]
70993,20160804,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/23/2017 ]
70993,20160804,Food safety certificate or food handler card not available  [ date violation corrected: 5/23/2017 ]
70993,20160405,Food safety certificate or food handler card not available  [ date violation corrected: 8/4/2016 ]
70993,20160405,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/4/2016 ]
71823,20180712,Permit license or inspection report not posted  [ date violation corrected: 7/13/2018 ]
71823,20180712,Inadequately cleaned or sanitized food contact surfaces
71823,20180712,Low risk vermin infestation
71823,20180712,Moderate risk food holding temperature 
71823,20180712,Insufficient hot water or running water  [ date violation corrected: 7/12/2018 ]
71823,20171227,Permit license or inspection report not posted  [ date violation corrected: 7/12/2018 ]
71823,20171227,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/27/2017 ]
71823,20161222,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/27/2017 ]
72159,20180706,Wiping cloths not clean or properly stored or inadequate sanitizer
72159,20180706,Permit license or inspection report not posted
72159,20180706,Unclean or degraded floors walls or ceilings
72159,20170815,Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/6/2018 ]
72159,20161215,Permit license or inspection report not posted  [ date violation corrected: 8/15/2017 ]
72159,20161215,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 8/15/2017 ]
72159,20161215,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/15/2017 ]
72159,20161215,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/15/2017 ]
72159,20160422,Permit license or inspection report not posted  [ date violation corrected: 12/15/2016 ]
72159,20160422,Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/15/2016 ]
72159,20160422,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/15/2016 ]
72159,20160422,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/15/2016 ]
74327,20170424,Moderate risk vermin infestation  [ date violation corrected: 9/19/2017 ]
74336,20160814,Foods not protected from contamination  [ date violation corrected: 8/14/2016 ]
74336,20160410,Moderate risk food holding temperature   [ date violation corrected: 4/10/2016 ]
75078,20171005,Unclean unmaintained or improperly constructed toilet facilities
75078,20171005,Other low risk violation
75078,20170307,Moderate risk food holding temperature   [ date violation corrected: 10/5/2017 ]
75078,20160714,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/7/2017 ]
75078,20160714,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 3/7/2017 ]
75078,20160714,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/7/2017 ]
75078,20151117,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/9/2015 ]
75078,20151117,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/9/2015 ]
75173,20171221,Unclean or degraded floors walls or ceilings
75173,20171221,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12:21:17 PM ]
75173,20171221,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12:21:17 PM ]
75277,20170503,Insufficient hot water or running water  [ date violation corrected: 5/3/2017 ]
75277,20170503,Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/16/2018 ]
75277,20160524,Insufficient hot water or running water  [ date violation corrected: 5/3/2017 ]
76142,20171004,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/4/2017 ]
76142,20160824,No thermometers or uncalibrated thermometers   [ date violation corrected: 10/4/2017 ]
76142,20160824,Inadequate warewashing facilities or equipment  [ date violation corrected: 10/4/2017 ]
76142,20160824,Improper food storage  [ date violation corrected: 10/4/2017 ]
76223,20170919,Unapproved or unmaintained equipment or utensils
76223,20160814,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/27/2016 ]
76223,20160410,No hot water or running water  [ date violation corrected: 4/10/2016 ]
76233,20170919,Unclean or degraded floors walls or ceilings
76233,20170919,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/19/2017 ]
76233,20170424,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/19/2017 ]
76233,20170424,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/19/2017 ]
76233,20161011,Moderate risk food holding temperature   [ date violation corrected: 10/11/2016 ]
76233,20161011,Improper storage of equipment utensils or linens  [ date violation corrected: 10/11/2016 ]
76233,20160410,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/7/2016 ]
76233,20150830,Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/20/2015 ]
76233,20150830,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/20/2015 ]
76503,20180110,Unclean or degraded floors walls or ceilings
76503,20180110,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/10/2018 ]
76503,20180110,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/10/2018 ]
76503,20180110,Inadequate and inaccessible handwashing facilities
76503,20170103,Improper or defective plumbing  [ date violation corrected: 1/10/2018 ]
76503,20151130,Improper or defective plumbing  [ date violation corrected: 1/3/2017 ]
76503,20151130,Foods not protected from contamination  [ date violation corrected: 1/3/2017 ]
77580,20171227,Moderate risk vermin infestation  [ date violation corrected: 1/4/2018 ]
77580,20171227,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/4/2018 ]
77580,20171227,Food safety certificate or food handler card not available  [ date violation corrected: 1/4/2018 ]
77580,20171227,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/27/2017 ]
77580,20171227,Unclean nonfood contact surfaces  [ date violation corrected: 1/4/2018 ]
77580,20161014,Improper food labeling or menu misrepresentation  [ date violation corrected: 12/27/2017 ]
77580,20161014,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/27/2017 ]
77580,20161014,Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 12/27/2017 ]
77580,20151023,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/14/2016 ]
77580,20151023,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/14/2016 ]
77580,20151023,Permit license or inspection report not posted  [ date violation corrected: 10/14/2016 ]
78368,20161011,Unclean hands or improper use of gloves  [ date violation corrected: 10/11/2016 ]
78368,20160814,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/11/2016 ]
78645,20180201,Improper storage use or identification of toxic substances
78645,20180201,Unclean or degraded floors walls or ceilings
78645,20180201,Unapproved or unmaintained equipment or utensils
78645,20170803,Moderate risk vermin infestation  [ date violation corrected: 8/11/2017 ]
78645,20170803,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/1/2018 ]
78645,20170803,Moderate risk food holding temperature   [ date violation corrected: 8/11/2017 ]
78645,20170803,Improper storage of equipment utensils or linens  [ date violation corrected: 2/1/2018 ]
78645,20160719,Insufficient hot water or running water  [ date violation corrected: 7/20/2016 ]
78645,20160719,Moderate risk food holding temperature   [ date violation corrected: 7/20/2016 ]
78645,20151223,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/19/2016 ]
78645,20151223,Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/19/2016 ]
78645,20151223,Improper food storage  [ date violation corrected: 7/19/2016 ]
78724,20160818,Low risk vermin infestation  [ date violation corrected: 12/12/2017 ]
78724,20160818,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/12/2017 ]
78724,20160205,Improper storage of equipment utensils or linens  [ date violation corrected: 8/18/2016 ]
78724,20160205,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/18/2016 ]
79010,20170919,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/20/2017 ]
79010,20170919,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/20/2017 ]
79010,20160410,Unclean nonfood contact surfaces  [ date violation corrected: 9/19/2017 ]
79193,20180516,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/16/2018 ]
79193,20170503,Improper storage of equipment utensils or linens  [ date violation corrected: 5/16/2018 ]
79193,20161025,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/25/2016 ]
79193,20161025,Inadequate warewashing facilities or equipment  [ date violation corrected: 5/3/2017 ]
79193,20160502,Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/24/2016 ]
79970,20180330,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/30/2018 ]
79970,20180330,Improper or defective plumbing  [ date violation corrected: 4/6/2018 ]
79970,20180330,Insufficient hot water or running water  [ date violation corrected: 4/6/2018 ]
79970,20161215,Improper food storage  [ date violation corrected: 3/30/2018 ]
79970,20161215,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/30/2018 ]
79970,20161215,Food safety certificate or food handler card not available  [ date violation corrected: 3/30/2018 ]
79970,20151008,Food safety certificate or food handler card not available  [ date violation corrected: 12/15/2016 ]
79970,20151008,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/15/2016 ]
80037,20171128,Unclean or degraded floors walls or ceilings
80037,20171128,Inadequate warewashing facilities or equipment
80037,20161108,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/28/2017 ]
80044,20170912,Unclean or degraded floors walls or ceilings
80044,20170912,Wiping cloths not clean or properly stored or inadequate sanitizer
80044,20170912,Inadequate warewashing facilities or equipment
80044,20160803,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/3/2016 ]
80044,20160803,Permit license or inspection report not posted  [ date violation corrected: 9/12/2017 ]
80044,20151016,Low risk vermin infestation  [ date violation corrected: 8/4/2016 ]
80044,20151016,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/4/2016 ]
80279,20161102,Moderate risk food holding temperature 
80279,20161102,Unclean nonfood contact surfaces
80974,20160720,No hot water or running water  [ date violation corrected: 7/22/2016 ]
81166,20170829,Foods not protected from contamination  [ date violation corrected: 6/13/2018 ]
81166,20160617,High risk food holding temperature   [ date violation corrected: 6/17/2016 ]
81166,20160617,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/31/2017 ]
81166,20160617,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/17/2016 ]
81356,20180802,Inadequate and inaccessible handwashing facilities
81356,20160413,Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/15/2016 ]
81356,20160413,Insufficient hot water or running water  [ date violation corrected: 4/15/2016 ]
81356,20160413,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 4/15/2016 ]
81357,20160810,Moderate risk food holding temperature   [ date violation corrected: 12/5/2017 ]
81357,20151029,Insufficient hot water or running water  [ date violation corrected: 10/29/2015 ]
81670,20151029,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/29/2015 ]
81670,20151029,No thermometers or uncalibrated thermometers   [ date violation corrected: 8/10/2016 ]
81861,20180502,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/17/2018 ]
81861,20180502,Improper or defective plumbing
81861,20180502,Permit license or inspection report not posted
81861,20180502,Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/17/2018 ]
81861,20170831,Permit license or inspection report not posted  [ date violation corrected: 5/2/2018 ]
81861,20170831,Improper or defective plumbing  [ date violation corrected: 5/2/2018 ]
81861,20170831,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/2/2018 ]
81861,20170831,Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/2/2018 ]
82429,20180622,Unclean or degraded floors walls or ceilings
82429,20180622,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/22/2018 ]
82429,20171114,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/14/2017 ]
82429,20160929,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/29/2016 ]
82429,20160315,Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/18/2016 ]
82653,20170926,Unapproved or unmaintained equipment or utensils
82653,20170926,Improper or defective plumbing
82715,20160524,Insufficient hot water or running water  [ date violation corrected: 12/7/2016 ]
82718,20161207,Improper food storage  [ date violation corrected: 1/8/2018 ]
82718,20161207,Improper storage of equipment utensils or linens  [ date violation corrected: 1/8/2018 ]
82718,20160524,Moderate risk food holding temperature   [ date violation corrected: 12/7/2016 ]
82718,20160524,Foods not protected from contamination  [ date violation corrected: 12/7/2016 ]
82719,20180712,Moderate risk food holding temperature 
82719,20180712,Inadequate and inaccessible handwashing facilities
82719,20180712,Inadequate dressing rooms or improper storage of personal items
82719,20180712,Unapproved or unmaintained equipment or utensils
82719,20180712,Unclean or unsanitary food contact surfaces
82719,20180712,Unclean or degraded floors walls or ceilings
82719,20170227,High risk food holding temperature   [ date violation corrected: 2/27/2017 ]
82719,20170227,Improper thawing methods   [ date violation corrected: 2/27/2017 ]
82721,20180108,Moderate risk food holding temperature   [ date violation corrected: 1/8/2018 ]
82721,20161207,Improper storage use or identification of toxic substances  [ date violation corrected: 1/8/2018 ]
82721,20161207,Improper storage of equipment utensils or linens  [ date violation corrected: 1/8/2018 ]
82721,20161207,Inadequate procedures or records for time as a public health control   [ date violation corrected: 1/8/2018 ]
82721,20160524,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 12/7/2016 ]
82930,20171016,Unclean or unsanitary food contact surfaces
82930,20160705,Employee eating or smoking  [ date violation corrected: 7/1/2016 ]
82930,20160705,Moderate risk food holding temperature   [ date violation corrected: 7/5/2016 ]
82930,20160705,Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/1/2016 ]
83365,20180131,Unapproved or unmaintained equipment or utensils
83365,20160308,Permit license or inspection report not posted  [ date violation corrected: 1/31/2018 ]
83365,20160308,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/31/2018 ]
83843,20170816,Improper storage of equipment utensils or linens  [ date violation corrected: 6/25/2018 ]
83843,20160212,Unclean hands or improper use of gloves  [ date violation corrected: 2/12/2016 ]
84339,20160413,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/13/2016 ]
84340,20171205,Insufficient hot water or running water
84715,20161116,Improper or defective plumbing  [ date violation corrected: 1/24/2018 ]
84715,20161116,Insufficient hot water or running water  [ date violation corrected: 11/16/2016 ]
84716,20180516,Unclean or unsanitary food contact surfaces
84716,20161216,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/16/2018 ]
84716,20151118,Food safety certificate or food handler card not available  [ date violation corrected: 12/16/2016 ]
84716,20151118,Improper or defective plumbing  [ date violation corrected: 12/16/2016 ]
84811,20161008,Low risk vermin infestation
84811,20161008,Unclean or degraded floors walls or ceilings
84811,20151017,Noncompliance with shell fish tags or display  [ date violation corrected: 10/17/2015 ]
84811,20151017,Inadequate procedures or records for time as a public health control   [ date violation corrected: 10/17/2015 ]
85051,20161227,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/17/2018 ]
85051,20161227,Food safety certificate or food handler card not available  [ date violation corrected: 1/17/2018 ]
85051,20161227,Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/17/2018 ]
85091,20171115,Wiping cloths not clean or properly stored or inadequate sanitizer
85091,20160802,Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/12/2016 ]
85091,20160802,Improper food storage  [ date violation corrected: 8/12/2016 ]
85091,20160802,Moderate risk food holding temperature   [ date violation corrected: 8/12/2016 ]
85091,20160802,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/12/2016 ]
85680,20170601,Contaminated or adulterated food  [ date violation corrected: 6/1/2017 ]
85945,20170920,Inadequate and inaccessible handwashing facilities
85945,20170920,Improper cooling methods  [ date violation corrected: 9/28/2017 ]
86354,20180504,Unclean or degraded floors walls or ceilings
86354,20170823,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/4/2018 ]
86354,20170823,Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 5/4/2018 ]
86780,20171102,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/2/2017 ]
86780,20171102,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/2/2017 ]
86780,20171102,No thermometers or uncalibrated thermometers 
86780,20170327,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/2/2017 ]
86781,20180228,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/9/2018 ]
86781,20180228,Moderate risk vermin infestation
86781,20180228,Unclean or degraded floors walls or ceilings
86781,20170316,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/16/2017 ]
86925,20170920,Insufficient hot water or running water  [ date violation corrected: 10/17/2017 ]
87469,20160606,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/6/2016 ]
87793,20180105,Improper cooling methods  [ date violation corrected: 1/5/2018 ]
88498,20180507,Unclean or degraded floors walls or ceilings
88499,20180503,Unapproved or unmaintained equipment or utensils
88499,20180503,Unclean nonfood contact surfaces
88499,20170608,Moderate risk vermin infestation  [ date violation corrected: 5/3/2018 ]
88505,20180705,Unclean or degraded floors walls or ceilings
88505,20180705,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/5/2018 ]
88508,20180305,Insufficient hot water or running water  [ date violation corrected: 3/5/2018 ]
88508,20180305,Unapproved or unmaintained equipment or utensils
88508,20170314,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 3/5/2018 ]
88508,20170314,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/5/2018 ]
88508,20170314,Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/5/2018 ]
88508,20161220,Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 12/20/2016 ]
88508,20161220,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/30/2016 ]
88508,20161220,Low risk vermin infestation  [ date violation corrected: 12/30/2016 ]
88524,20180620,Unclean unmaintained or improperly constructed toilet facilities
88524,20170530,Inadequate sewage or wastewater disposal  [ date violation corrected: 5/30/2017 ]
88524,20170530,Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/30/2017 ]
88524,20170530,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/20/2018 ]
88524,20170530,No hot water or running water  [ date violation corrected: 5/30/2017 ]
88524,20170530,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/20/2018 ]
88524,20170530,Moderate risk food holding temperature   [ date violation corrected: 5/30/2017 ]
88524,20170530,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/30/2017 ]
88525,20180808,Moderate risk vermin infestation
88525,20180808,Unclean nonfood contact surfaces
88525,20180808,Inadequate or unsanitary refuse containers or area or no garbage service
88525,20180808,Unclean or degraded floors walls or ceilings
88525,20180227,Low risk vermin infestation  [ date violation corrected: 8/8/2018 ]
88525,20180227,Unclean nonfood contact surfaces  [ date violation corrected: 8/8/2018 ]
88525,20170808,Low risk vermin infestation  [ date violation corrected: 2/27/2018 ]
88525,20170808,Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/27/2018 ]
88525,20170808,Unclean nonfood contact surfaces  [ date violation corrected: 2/27/2018 ]
88525,20160801,Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/8/2017 ]
88525,20160801,Unclean nonfood contact surfaces  [ date violation corrected: 8/8/2017 ]
88525,20160801,Improper or defective plumbing  [ date violation corrected: 8/8/2017 ]
88568,20180201,Improper food storage
88568,20180201,Improper storage of equipment utensils or linens
88568,20180201,Inadequate ventilation or lighting
88723,20180129,Low risk vermin infestation
88723,20180129,Improper reheating of food
88723,20180129,High risk food holding temperature 
88723,20170627,Other moderate risk violation  [ date violation corrected: 1/29/2018 ]
88723,20170627,Improper or defective plumbing  [ date violation corrected: 1/29/2018 ]
88723,20170627,Improper reheating of food  [ date violation corrected: 6/27/2017 ]
88723,20170627,High risk food holding temperature   [ date violation corrected: 6/27/2017 ]
88792,20180709,Inadequate and inaccessible handwashing facilities
88792,20180709,Employee eating or smoking
88792,20171018,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/9/2018 ]
88792,20160901,Employee eating or smoking  [ date violation corrected: 10/18/2017 ]
89569,20180220,Insufficient hot water or running water  [ date violation corrected: 3/15/2018 ]
89569,20180220,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/15/2018 ]
89569,20180220,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/15/2018 ]
89569,20170223,Improper storage of equipment utensils or linens  [ date violation corrected: 2/20/2018 ]
89633,20180712,Unclean or degraded floors walls or ceilings
89633,20180712,Unapproved or unmaintained equipment or utensils
90001,20171018,Unapproved or unmaintained equipment or utensils
90001,20170317,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/18/2017 ]
90281,20170206,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/6/2018 ]
90281,20170206,Food safety certificate or food handler card not available  [ date violation corrected: 3/6/2018 ]
90281,20170206,Inadequate warewashing facilities or equipment  [ date violation corrected: 3/6/2018 ]
90378,20171127,Improper or defective plumbing  [ date violation corrected: 11/30/2017 ]
90378,20171127,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/30/2017 ]
90378,20171127,Unapproved or unmaintained equipment or utensils
90409,20170927,Improper food storage
90409,20170927,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/27/2017 ]
90409,20170927,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/27/2017 ]
90409,20170203,Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/27/2017 ]
90409,20170203,Inadequate warewashing facilities or equipment  [ date violation corrected: 2/3/2017 ]
90409,20170203,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/3/2017 ]
90427,20180509,Inadequate and inaccessible handwashing facilities
90427,20180509,High risk food holding temperature 
90427,20180509,Unclean or degraded floors walls or ceilings
90427,20170420,Moderate risk food holding temperature   [ date violation corrected: 5/9/2018 ]
90427,20170420,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/9/2018 ]
90428,20170217,Moderate risk vermin infestation
90428,20170217,Insufficient hot water or running water
90428,20170217,Moderate risk food holding temperature 
90428,20170217,Unapproved or unmaintained equipment or utensils
90428,20170217,No thermometers or uncalibrated thermometers 
90893,20180524,Inadequately cleaned or sanitized food contact surfaces
90893,20180524,Inadequate and inaccessible handwashing facilities
90989,20170424,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/19/2017 ]
90991,20170919,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/19/2017 ]
91189,20180515,Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 5/16/2018 ]
91189,20180515,Insufficient hot water or running water  [ date violation corrected: 5/16/2018 ]
91189,20180515,Low risk vermin infestation  [ date violation corrected: 5/16/2018 ]
91189,20170608,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/15/2018 ]
91817,20170828,Unclean hands or improper use of gloves  [ date violation corrected: 8/28/2017 ]
92075,20180420,Moderate risk vermin infestation
92075,20170918,Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/18/2017 ]
92075,20170918,Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/18/2017 ]
93072,20180109,Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/16/2018 ]
93072,20180109,Food safety certificate or food handler card not available  [ date violation corrected: 1/16/2018 ]
93072,20180109,Moderate risk vermin infestation  [ date violation corrected: 1/16/2018 ]
